 4000 0.02 0.1 10 0.25
 2.1818386e-04 -1.0764602e+00 -1.5199524e+00  1.5775868e-01  8.4557182e-01 -5.3064549e-01 -5.9049726e-02
 2.1818386e-04 -5.7810134e-01 -9.2735559e-02  7.4721858e-02  3.6799636e-01 -8.9515460e-01 -5.0471928e-02
 2.1818386e-04  1.8965925e+00  4.7663912e-01  1.3260953e-01 -2.5903708e-01  9.9613941e-01 -1.2060782e-02
 2.1818386e-04 -2.7504699e+00 -1.8887582e+00 -3.8042720e-02  5.2113825e-01 -8.7945986e-01 -3.0003604e-02
 2.1818386e-04  3.6600959e-01 -3.5088451e+00  1.5332864e-01  1.0107085e+00 -4.1700896e-02 -2.1280656e-02
 2.1818386e-04 -3.2210145e+00 -1.7522058e+00 -1.7401755e-01  3.4705651e-01 -8.2003444e-01 -2.8725769e-02
 2.1818386e-04 -9.0962809e-01 -1.4311936e+00  1.2456990e-02  9.9928170e-01 -4.0521702e-01  2.0713074e-02
 2.1818386e-04 -1.0521550e+00  2.2129700e+00 -1.4585795e-01 -8.3485389e-01 -3.3962521e-01  3.0474804e-02
 2.1818386e-04 -1.4792008e+00 -8.6450690e-01  5.8493927e-02  4.7468838e-01 -6.1641365e-01 -2.3491557e-01
 2.1818386e-04 -1.2311517e+00 -5.0721806e-01 -9.9862039e-02  3.3598974e-01 -8.3604699e-01  8.0625400e-02
 2.1818386e-04 -6.1913198e-01 -6.3406605e-01 -8.7072276e-02  9.0161771e-01 -6.9703567e-01 -1.9019276e-01
 2.1818386e-04 -2.9947281e+00 -1.7349623e+00  1.3898899e-01  6.6612983e-01 -8.3044076e-01  7.5890966e-02
 2.1818386e-04  3.2512107e+00  2.7189081e+00 -8.7534525e-02 -7.3454124e-01  7.4049711e-01 -7.4861526e-02
 2.1818386e-04  2.0230796e+00 -1.6572273e-01 -2.8743939e-02  1.7744714e-01  8.9104515e-01 -4.4903278e-02
 2.1818386e-04 -7.4432385e-01  5.7889007e-02  1.5576133e-02 -3.1336433e-01 -8.5916704e-01  1.4010146e-02
 2.1818386e-04 -3.3105965e+00  1.5477623e+00 -1.3794384e-02 -3.8661325e-01 -9.5846051e-01 -3.2081641e-02
 2.1818386e-04 -3.9910605e+00 -2.3880389e+00  2.0671612e-01  4.6701816e-01 -9.4129312e-01 -3.7618879e-02
 2.1818386e-04 -2.3145089e+00  3.0647054e-01  2.9267676e-02 -2.6444368e-02 -1.0271031e+00 -3.7369356e-02
 2.1818386e-04  1.7740198e+00  5.9938014e-01  8.1181660e-02 -7.6067978e-01  6.7592692e-01  2.6328960e-02
 2.1818386e-04  6.1164316e-02 -2.7060878e-01 -6.7730486e-02  7.2133666e-01  6.3573444e-01 -3.8785017e-01
 2.1818386e-04 -1.2670679e+00 -2.2759076e-02  3.5748880e-02 -4.4031817e-01 -8.3644378e-01  5.7141501e-02
 2.1818386e-04 -3.1966202e+00 -2.5228732e+00  7.1003269e-03  6.9045460e-01 -7.7536243e-01 -5.4276902e-03
 2.1818386e-04  1.4495699e+00 -3.6354125e-01 -4.9676113e-02  2.5664672e-01  1.0036949e+00  4.4133873e-03
 2.1818386e-04 -1.3157463e-01 -1.0490908e-01 -5.9328713e-02  9.4798476e-01 -2.2120203e-01  2.3254330e-01
 2.1818386e-04  2.4265561e+00 -2.6854184e+00  9.2220776e-02  7.9416955e-01  6.2493420e-01  9.8563731e-03
 2.1818386e-04 -2.2552940e-01 -2.9497218e-01 -2.4526488e-02  9.0773827e-01 -3.2362020e-01 -2.1020530e-01
 2.1818386e-04 -2.0052484e-01  1.9919447e+00 -7.2416328e-02 -9.5295781e-01  1.7299132e-01 -5.6222737e-02
 2.1818386e-04  3.5623229e+00 -1.3397205e+00  2.9442951e-02  4.6329984e-01  9.3823433e-01  5.7333488e-02
 2.1818386e-04 -1.5302515e-01 -9.7838086e-01 -1.7778789e-01  6.9918138e-01 -1.7147973e-01 -1.3277589e-01
 2.1818386e-04  3.3208224e-01 -9.2594010e-01  7.7785984e-02  1.1019139e+00  3.8436413e-01 -7.0088096e-02
 2.1818386e-04  2.8489313e-01 -6.0197985e-01  1.9182231e-01  8.7134510e-01 -1.7405115e-01 -1.7405377e-01
 2.1818386e-04 -1.5246027e+00  2.2338309e+00 -2.5814451e-02 -6.7397535e-01 -7.7675819e-01 -1.2624509e-03
 2.1818386e-04 -1.4123226e+00  1.4268707e+00 -6.2780874e-03 -6.5230393e-01 -8.9697295e-01 -7.1803533e-02
 2.1818386e-04 -2.9024249e-01  5.3873366e-01 -1.2829746e-01 -6.6974193e-01 -4.0003973e-01  8.8488698e-02
 2.1818386e-04 -9.4363654e-01 -8.5611606e-01 -1.5474632e-01  2.7154341e-01 -1.1258521e+00 -1.4254069e-01
 2.1818386e-04  1.0240309e+00 -8.1605852e-01  7.7213719e-02  5.8996832e-01  5.9454274e-01 -1.6932632e-01
 2.1818386e-04 -8.4324712e-01  1.4025910e+00  1.0042521e-02 -6.5177608e-01 -2.4212237e-01  1.0799508e-01
 2.1818386e-04 -1.6607962e+00 -2.0941513e+00 -4.9871638e-02  8.0954677e-01 -6.5193993e-01 -1.0723127e-01
 2.1818386e-04  3.1171386e+00  3.1114254e+00 -4.2155255e-03 -8.2557797e-01  7.4808145e-01  4.7429506e-02
 2.1818386e-04 -3.1176310e+00  2.3580410e-01 -1.8086497e-02 -1.9997746e-02 -1.2140934e+00 -2.5251226e-02
 2.1818386e-04  1.6049373e-01  1.0809239e+00 -2.6443431e-02 -1.2576309e+00  8.3750486e-02 -4.3671519e-02
 2.1818386e-04 -3.1057422e+00 -2.3411133e+00  8.6953290e-02  6.9111747e-01 -8.7329167e-01 -3.2759695e-03
 2.1818386e-04 -8.4722239e-01  1.1954432e+00 -5.1630549e-02 -5.5756545e-01 -9.0156698e-01  6.5145351e-02
 2.1818386e-04 -1.8365246e-01  1.4406352e+00  1.2559906e-01 -7.3438805e-01 -5.9805345e-02 -2.2898300e-02
 2.1818386e-04  1.0145632e+00  1.1010089e+00 -1.1287025e-01 -4.8775372e-01  1.1129570e+00  9.0306178e-02
 2.1818386e-04  2.5745764e+00  9.1405791e-01  4.0993974e-02 -2.3036046e-01  9.3605918e-01 -2.2116993e-02
 2.1818386e-04 -1.1457767e+00 -1.8266820e+00 -7.2940532e-03  5.6829441e-01 -5.7368088e-01  5.6242298e-02
 2.1818386e-04 -2.4316416e+00  6.0860795e-01 -2.0358896e-02 -7.8999229e-02 -1.0151899e+00  6.8494193e-02
