2000 0.020000 0.002000 0.4000000 0.250000
  0.500000  0.500000  0.500000  0.500000  -1.500000  -1.500000  -1.500000
  0.500000  0.567564  0.543674  0.536446  -1.500000  -1.500000  -1.500000
  0.500000  0.454538  0.492286  0.501853  -1.500000  -1.500000  -1.500000
  0.500000  0.574283  0.367439  0.668929  -1.500000  -1.500000  -1.500000
  0.500000  0.072728  0.342846  0.401148  -1.500000  -1.500000  -1.500000
  0.500000  0.516864  0.502014  0.481092  -1.500000  -1.500000  -1.500000
  0.500000  0.572326  0.428560  0.574744  -1.500000  -1.500000  -1.500000
  0.500000  0.434424  0.493622  0.242517  -1.500000  -1.500000  -1.500000
  0.500000  0.670828  0.351884  0.836271  -1.500000  -1.500000  -1.500000
  0.500000  0.527173  0.437502  0.777048  -1.500000  -1.500000  -1.500000
  0.500000  0.640608  0.389377  0.958797  -1.500000  -1.500000  -1.500000
  0.500000  0.497457  0.622256  0.872694  -1.500000  -1.500000  -1.500000
  0.500000  0.496022  0.491699  0.503699  -1.500000  -1.500000  -1.500000
  0.500000  0.738504  0.509340  0.257219  -1.500000  -1.500000  -1.500000
  0.500000  0.410679  0.418673  0.787886  -1.500000  -1.500000  -1.500000
  0.500000  0.286865  0.504391  0.821149  -1.500000  -1.500000  -1.500000
  0.500000  0.436250  0.296414  0.639235  -1.500000  -1.500000  -1.500000
  0.500000  0.452060  0.550415  0.330066  -1.500000  -1.500000  -1.500000
  0.500000  0.253268  0.432096  0.559032  -1.500000  -1.500000  -1.500000
  0.500000  0.583134  0.350518  0.786867  -1.500000  -1.500000  -1.500000
  0.500000  0.770330  0.592705  0.177436  -1.500000  -1.500000  -1.500000
  0.500000  0.864765  0.706835  0.740431  -1.500000  -1.500000  -1.500000
  0.500000  0.486029  0.472050  0.631496  -1.500000  -1.500000  -1.500000
  0.500000  0.134915  0.330482  0.545449  -1.500000  -1.500000  -1.500000
  0.500000  0.482589  0.253914  0.431250  -1.500000  -1.500000  -1.500000
  0.500000  0.912479  0.406993  0.394308  -1.500000  -1.500000  -1.500000
  0.500000  0.569755  0.641101  0.555093  -1.500000  -1.500000  -1.500000
  0.500000  0.509364  0.476849  0.449950  -1.500000  -1.500000  -1.500000
  0.500000  0.590882  0.608345  0.043980  -1.500000  -1.500000  -1.500000
  0.500000  0.633229  0.503425  0.816151  -1.500000  -1.500000  -1.500000
  0.500000  0.499878  0.499926  0.500207  -1.500000  -1.500000  -1.500000
  0.500000  0.484627  0.503460  0.686816  -1.500000  -1.500000  -1.500000
  0.500000  0.408885  0.875322  0.570869  -1.500000  -1.500000  -1.500000
  0.500000  0.442507  0.078647  0.465225  -1.500000  -1.500000  -1.500000
  0.500000  0.417933  0.516703  0.396478  -1.500000  -1.500000  -1.500000
  0.500000  0.486880  0.403744  0.516271  -1.500000  -1.500000  -1.500000
  0.500000  0.173424  0.570725  0.151173  -1.500000  -1.500000  -1.500000
  0.500000  0.600795  0.353774  0.896527  -1.500000  -1.500000  -1.500000
  0.500000  0.499196  0.498535  0.491112  -1.500000  -1.500000  -1.500000
  0.500000  0.366287  0.388730  0.860178  -1.500000  -1.500000  -1.500000
  0.500000  0.303054  0.720402  0.155211  -1.500000  -1.500000  -1.500000
  0.500000  0.342682  0.556447  0.058429  -1.500000  -1.500000  -1.500000
  0.500000  0.421383  0.510005  0.519075  -1.500000  -1.500000  -1.500000
  0.500000  0.503850  0.485844  0.494800  -1.500000  -1.500000  -1.500000
  0.500000  0.573173  0.445960  0.492806  -1.500000  -1.500000  -1.500000
  0.500000  0.478894  0.517906  0.348106  -1.500000  -1.500000  -1.500000
  0.500000  0.433045  0.608925  0.052657  -1.500000  -1.500000  -1.500000
  0.500000  0.710952  0.461145  0.342007  -1.500000  -1.500000  -1.500000
  0.500000  0.727094  0.645854  0.226790  -1.500000  -1.500000  -1.500000
  0.500000  0.720975  0.527592  0.864312  -1.500000  -1.500000  -1.500000
  0.500000  0.378749  0.616423  0.625082  -1.500000  -1.500000  -1.500000
  0.500000  0.435373  0.560045  0.689865  -1.500000  -1.500000  -1.500000
  0.500000  0.500695  0.509863  0.649564  -1.500000  -1.500000  -1.500000
  0.500000  0.488277  0.498110  0.514257  -1.500000  -1.500000  -1.500000
  0.500000  0.513306  0.411799  0.269387  -1.500000  -1.500000  -1.500000
  0.500000  0.489642  0.496792  0.527436  -1.500000  -1.500000  -1.500000
  0.500000  0.355921  0.410932  0.523124  -1.500000  -1.500000  -1.500000
  0.500000  0.526759  0.442129  0.785543  -1.500000  -1.500000  -1.500000
  0.500000  0.570227  0.681224  0.446513  -1.500000  -1.500000  -1.500000
  0.500000  0.561640  0.726457  0.879417  -1.500000  -1.500000  -1.500000
  0.500000  0.527678  0.498720  0.550810  -1.500000  -1.500000  -1.500000
  0.500000  0.380966  0.351965  0.217067  -1.500000  -1.500000  -1.500000
  0.500000  0.553859  0.391756  0.388201  -1.500000  -1.500000  -1.500000
  0.500000  0.299749  0.745893  0.328272  -1.500000  -1.500000  -1.500000
  0.500000  0.616829  0.229810  0.580526  -1.500000  -1.500000  -1.500000
  0.500000  0.782189  0.581488  0.751962  -1.500000  -1.500000  -1.500000
  0.500000  0.294776  0.280868  0.486701  -1.500000  -1.500000  -1.500000
  0.500000  0.433652  0.520416  0.557980  -1.500000  -1.500000  -1.500000
  0.500000  0.300978  0.619982  0.277847  -1.500000  -1.500000  -1.500000
